trn_id,text,label
trn_423,Absolutely wonderful!! The service was incredible. I give the cleanliness of the restaurant 5 stars. I tried the burger with mushrooms and it was to die for!! The fries and the crack sauce was just an added bonus!!,1
trn_424,"Tonight was my Birthday (7/17/2017) and so we went to Flemings to celebrate. Appetizer of Shrimp cocktail came out and it looked and tasted very good. Order was taken for dinner and my wife ordered a side salad as her meal because she wasn't super hungry and decided to add salmon to it to flare it up. I ordered the king crab leg entree but wanted soup to come out first, which it did a short while later along with my wife's salad that was supposed to be an entree. Now the salad, although premature, didn't come out as requested with Salmon on it (as my wife may have considered eating it since it was at the table already) so it was sent back. Soup was very good and flavorful and the servers and assistant were on point as far as pre-bussing and getting refills. Ok, now entrees hit the table. First impression was Blah.... presentation was severely lacking. My wife's salad is really just lettuce with a small filet of salmon on top. Not really much body to the salad and she said the salmon was very bland as she couldn't have butter... but you would have thought the chef could have gotten creative with it despite the allergy to butter/oil. Now my Crab legs, when it was placed in front of me it was 3 small pieces about 6in in length that were halved. That's it, very boring and portion size for amount paid was horrible. I inquired with food runner about the portion size confirming this was my entree and he said yes. My wife and I looked at each other in amazement. Approximately 5 min later or so into the meal one of our two servers came by and said ""your other half of your meal will be out shortly"". Well that's a relief, but when it came out it tasted like salt water from the ocean and was not edible. 50% of the cost was comp'd. The server also spilled Ice Tea on/in my wife's purse. When we get the bill, my wife was charged $44 for the salmon and I think $12 for the lettuce. A $56 salmon salad that was horrible at best. The salad was more expensive than my crab legs. So Sad, time to find a new place.",-1
trn_425,loved this hotel. loved the venezia tower and its cute lil pool. i loved our concierges.. they even sent up a plumber to fetch an earring that i dropped in the sink and were so kind about it.. everything's pretty much beautiful and everyones was so nice and helpful that i was amazed. room service is the bomb even tho it is a lil expensive but its a great experience and the food is not bad at all. i love the lil chocolates on my pillow. thisis just a great hotel/resort/casino and i didnt even think it was that expensive for what you're gettting.,1
trn_426,"This place is wonderful!   I could eat the Beef Shwarma wraps every day.  People are great, warm atmosphere, good was simply amazing.",1
trn_427,"I really like that this place, named after a city in Turkey, has a menu with some surprises that we never see at other shawarma places in Calgary- and I mention shawarma because its full name is ""Adana Shawarma and Grill."" I made my first visit there today and at the suggestion of some Turkish fellows I'd seen there before (on a visit when I just stepped in to check out the menu) called ""Iskendar Kabob,"" and I loved it. It comes with beef or chicken- lamb is trad per wikipedia but this was what was on offer- and I had beef.  They put a few bite-size pieces of a fairly thick pita (think a Greek pita, not Lebanese, not Turkish pide either), poured some mild tomato sauce and a little melted butter on there, then added a pile of beef from the spit. They serve it with very good long grain rice on one side of the plate at Adana, and the other has magnificent thick yogurt, like labneh (discovered last visit it's a mixture of Greek yogurt and sour cream- it WORKS!). It was very good, very rich and filling if a bit pricey by shawarma shop standards at $12.99, but it's delicious and very nicely plated, real porcelain and metal utensils. I got a free treat from their pastry counter too- not tired baklawa but a chewy confection I'd not had before.",1
trn_428,"Totally delicious food with friendly service. Have been wanting to try this place for a while now.

Had no issues making a reservation for 7 peeps a couple of days before, the gentleman was super lovely and friendly who took my call. They also had no qualms about separating the bills.

Enjoyed a few cocktails with dinner, including an apple cider mimosa (so so good!), one of their drink features. We were entertaining family from the States so of course we had to order a couple of poutines as starters to share, which were very good.

I opted for the mac and cheese as my main and did not regret it. The noodles were perfectly cooked, drowning in creamy cheesy goodness and topped with crispy butter Ritz crackers. I'm drooling thinking about it tbh. Most of our table got either the chicken and waffles or half chicken, everyone was totally stuffed but loved their food.

Note, if you are on a diet - don't come here. They serve decadent and super yummy comfort food that sticks to your bones and warms your belly. Can't wait to return!",1
trn_429,"i would give this place zero star if i could. (typical raging yelper quote) i am not mad, because i got two buffet for free. i am just mad that i had to spend my dinner eating garbage they serve here when i could've had eaten else where, and be satisfied.

okay, back to realism.  there are quiet bit of selection of food to choose from, and they could look deceivingly good.  but the taste is where my rage-review comes from.  imagine the most horrifying cafeteria food, or your nearby worst buffet food, combine them and you have mgm grand buffet. 

their rooms are nice , but this buffet needs to move out to elsewhere. 

jesus, how do they maintain this buffet place?

dinner $29.99 - lol, i won't even pay $4.99 to eat that crap again.",-1
trn_430,We walked right up to the front desk and were seated immediately. The waitress was over to take our drink order within a few minutes and we had already browsed the menu. So we placed our order. My nephew ordered the nachos and I ordered the lobster tacos. The food came out quickly and it was delicious. Presentation of the food was excellent as well the way the nachos are delivered!  The waitress continued checking on us thru out our dinning experience. While she cover other tables too. It was a busy night in there. We finished our meal and she got our check and ran it quickly. No waiting around which I loved.,1
trn_431,"Absolutely delicious!! It's in the gas station store.
Not only did they have fantastic customer service (thanks Ben!!), but the tacos were authentic street tacos! Can't wait to come back and try more!",1
trn_432,"I hope to bring awareness to our unfortunate experience at Futo Buta to prevent another disabled persons from having to be treated like we were.  We were treated with outright mean spirit and disrespect by our server, Abbey, who did not understand that a disabled guest could not sit on one of the restaurants high tables or on a barstool.

We arrived shortly after opening at 11 am and the hostess graciously sat me and my disabled lunch buddy at one of the tables with chairs and not the tall barstools. The physical limitations of the person I was with inhibit them from being able to sit on a barstool or at a high table.  The server, much to our surprise, started off her introduction by telling us that we would have to move to a tall table if it they got a rush. After pointing out the obvious and explaining to the server that my lunch partner was disabled and could not sit on a barstool (clearly!), the server repeated her introductory statement that we will have to move to another table if they got busy.  

It is not clear why this was such an issue to the server or why she felt we should have to be moved.  We were the first customers of the day.  At this point, there was one additional customer now sitting at the bar. We were not in anyone's way and were not blocking anyone or thing.  We were taking up the same amount of space that any other two people would.  We would be happy to move if it was for a valid reason, but the server did not have one.  We just wanted to have a nice lunch.  

We have never been treated with such disregard and disrespect.  I suggest the restaurant management ensure they have a good plan to accommodate individuals with disabilities, or inform disabled guests of your inability to do so.  If you do have plan, you should make sure your staff is aware of it.  Our sever was clearly were not aware and lacked any kind of sensitivity or understanding to the situation.  What a terrible, awful experience.",-1
trn_433,Love Adam!  He's been cutting my sons hair ever since we convinced him to cut off the long hair he wore for years! Adam is the only one he trusts to cut his hair!,1
trn_434,"Bartenders are excellent! They actually stop to chat, which is refreshing in speed well service! Food is good, lots of choices. Hostess stand seems to be a little slow, but still a great place in Surprise.",1
trn_435,"We were looking for a sushi place while vacationing in Scottsdale. Squid Ink exceeded our expectations, from the food to the service, to the environment. We happened in during Happy Hour and ordered an over-abundance of food because of the great prices. The quality was excellent.",1
trn_436,"This gun shop is the best place to go and will do exceedly well because it's owner knows how to run a business! He was extremely knowledgable, friendly, juggled multiple customers without making anyone feel like they were wasting time, and made the overall experience a great one. I walked out very content with my new red and black .38 revolver. I highly recommend The Parabellum Emporium.",1
trn_437,"I had an 'accident' with a vacuum - operator mistake.  I was using the suction hose and didn't realize the beater brush was rotating and it melted a 9"" x 2.5"" grove in the carpet.  The carpet has a very random pattern with fibers running multiple directions and height and is a single color - making it extremely difficult to find a perfect match to drop in where the damage was cut out.  Daniel, the tech who arrived on time, spent a considerable amount of time figuring out how to match it.  He worked his magic and I can literally not tell where the repair was made.  I am ecstatic!  My wife didn't think it was worth it because it was under the edge of the carpet, but now - it's gone and back to looking like a single piece of carpet.

I also appreciate that Daniel worked with me (an out of town condo owner) on meeting my appointment needs.  He kept in good communications from the first time I reached out to Las Vegas Carpet Repair to understand my needs in terms of the carpet and my return to Las Vegas.",1
trn_438,"I absolutely love it here. The ambiance is beautiful, as you really get the Italian feel. The waiters are very attentive and kind. The wine list is like a Bible so I am pretty sure you will find what you like. I have had the golden spoon risotto which was so delish. The duck was so tender. I loved their passion fruit cheesecake but it's meant to be shared, as it's very decadent. The nutella tiramisu is good if you don't want anything too sweet. It's a great place to check out after shopping at Sherway Gardens.",1
trn_439,"I would rather eat spam than ever walk back into this establishment. To emphasize how bad the experience was I am a vegetarian and I'd rather eat spam. I stood there waiting to get sat for over 15 mins, once seated I was greeted by my waitress whom was rude & barely knew English. I proceeded to the buffet the food LOOK amazing but looks fooled me. Once I sat down I realized that the food was cold & hard. I sat in my seat picking at my food around my plate. The assistant manager must've noticed and walked over asking me what was wrong I didn't want to make a big deal about it because I didn't want to draw any attention but he walked away and minutes came back with a lady whom I will assume was the manager. She walked over with an attitude and accused me of not wanting to pay as though I didn't have $ or something. I felt so degraded I didn't want to argue so I paid even after I paid she had an attitude and told me that she'd take $1.00 off of food that I didn't even intake as though she was doing me a favor. While taking my payment her and the assistant manager spoke in their native language arguing back and forth. I believe the assistant manager was arguing on my behalf. Nevertheless I would never ever go back to that establishment ever again even if someone tried to drag me in there!!!",-1
trn_440,"Pretty great tasting place, they do take time to get you your order. Some of the best Thai food I've had. Its right across the street from me so when I'm hungry this is my go to place.",1
trn_441,"I love this place! It's very good food for decent price, the red sauce on the enchiladas were BOMB!  A very good place to eat on this side of town!",1
trn_442,"The service was fantastic as we went to celebrate a friend's birthday. We ordered a crab, crawfish, shrimp and mussel boil. The sauce was delicious. We could've used some French bread at end to soak up the remaining juice. It was that good. 
Word of caution: if you can't handle anything spicy, order extra mild.",1
trn_443,"My boyfriend and I go to Steve's whenever we're in downtown Phx for games and events...probably have been here ten times. Happy Hour stuff including the free appetizer set up by the bar is a good deal and nice touch! Daily specials are great and atmosphere is a little funky and we actually feel like we're in an urban setting. Bartenders and staff are kinda laid back, it's nice to be in a place where you don't have to be a 21 year old model to work or hang out :)",1
trn_444,I was unsure that it would be my style but I just hung out in the dressing room and the sales girls brought me lots of things to try on. Made me feel confident in the clothes. A bargain as far as boutique shopping goes. Officially addicted!!,1
trn_445,"LOVE! Super friendly staff. Always remember me and seem to have more knowledge than my vet.
Also you can earn points on purchases that can add up to money off in the store.",1
trn_446,"Went there on Sept 3,2016.
Ordered the twin ginger and onion lobsters. It tasted fishy and it was not fresh. 
The Peking duck was the worst. It had a very nice pictured on the wall of a Peking dick at $36.99 + taxes. Do not expect a full duck. They give us a half a duck but charges for a full duck.
Nothing compares to the Chinese restaurants in Toronto. In Toronto the restaurants would show you the live lobsters and they sliced the Peking duck right in front of you. Over here, everything is done behind the closed kitchen. I would not be surprised they keep the goods parts for them shelves to eat.

Also, the white rice was very mushy. 

I would give them no stars because they should not be in business.",-1
trn_447,Not sure how they stay in business and do a huge business. Food is either salted for a survival journey or flavorless. The sauces are hit and miss and they seem to lean towards better servixe to nonenglish speakers. Been there 4 times in 12 years never good. I forget and go back.,-1
trn_448,"Came here with my boyfriend on a Thursday night. There was not much wait to be seated and select beers and wines were free that night. Sweet! 

Unfortunately I am dairy intolerant and a LOT of the buffet has dairy in it. Even items that could be dairy free, like spaghetti, were rendered inedible because the kitchen sprinkled cheese on top. 

Also the salad bar selection was pretty small, not a whole lot of vegetables or dressings to choose from. I REALLY missed balsamic vinaigrette... that wasn't an option. 

I still managed to eat a decent meal (thank goodness for the Asian foods section) and my boyfriend enjoyed the buffet since he has no dairy issues. I probably wouldn't come back though. For the price, I just didn't feel like I got a whole lot of value or variety due to my dairy issues, which is why you come to a buffet.",0
trn_449,"Came back to make a purchase and of course, clean store and professional staff. Was never pressured. Was fondling 4 weapons on the counter before making my purchase and there was no aggregation or anything from the worker. In fact he was giving me his personal opinion, asking what I was looking for etc.  He showed me a FNS 9 which I ended up buying for less than some of the others I was looking at. Point being I wasn't up sold and he was more interested in how the weapon felt to me than the price tag. On top of that, military discount AND ON TOP OF THAT it was 100 less than msrp and gun broker. This is the local gun store we have all been waiting for  

As for the reviewer who said they have no aks?  It's a bs review because they're fully stocked on aks.. even ak pistols if that's your thing and bulk 7.62 39mm ammo. They have been stocked since I have been coming here in April. 

I cannot say enough good things about this place, I have spent several thousand here on optics and weapons and don't regret any of it. I will continue to frequent this store as it is the epitome of local, fair and friendly. Bravo spartan arms. 

BTW they now offer ccw classes at the ccsp for 80 bucks. Have to sign up in the store and even though it costs, you can bring your own ammo and don't have to sit through that bs like at the LV gun store. I'll be doing my renewal here when the time comes.",1
trn_450,"Ate here two years ago and we simply had to go back there for breakfast again. Unfortunately it didn't stand up to our foodie memory. 

Coffee was weak and the waffle was nasty. Seems like they over sprayed or over oiled the waffle iron and it soaked into the waffle. White sausage gravy wasn't good at all. Perhaps we should have stuck with Greek inspired good. 

The table top was dirty and sticky. Wonder if it was ever wiped down or washed. Yuck!!  

Not sure we'll return.",0
trn_451,"Been here many times, and consider it one of the best local places for an authentic Philly cheesesteak.  The Original is always a good bet with delicious combination of melt in your mouth meat, grilled onion and white american cheese, not to mention the bread with just the right amount of chewiness and softness to soak up the juices and not fall apart.  

Will keep going back, again and again.  Good job guys!!",1
trn_452,"Go! Best lamb wrap in town. Tabbouleh is wonderful and they have great specials to boot. Drive across town if you have to, but go!",1
trn_453,"Very awesome gym! This place is very nice and clean, contrary to other gyms in the area. The machines are top notch and are kept in good condition. This place has very nice locker rooms and some large multipurpose areas. I haven't taken any fitness classes here yet but I have heard great things about them. I really like the basketball court and the rock climbing wall, both are a blast! I would definitely recommend this gym as the best in the Surprise area.",1
trn_454,"So this place is pretty, I liked the atmosphere. The staff were all very friendly. It was pretty clean. They have a pretty good selection of different smoothies, teas, and Diamond Pops. They are so neat looking which is what enticed me. I ordered the fresh strawberry dipped in dark chocolate, almonds, and waffle cone pieces. It was was a nice treat. I'd come back if I was in the area.",1
trn_455,What a great place. This is a wonderful service to our community. A much needed service with a great friendly staff.,1
trn_456,"Good Place For Wings & Ribs

I'm not a pizza fan.  But I discovered that Augie's has some of the best wings and ribs the way I like them.  The wings are bone-in, cooked extra crispy, plain, with sauce on the side.  Not many places offer the crispy wings and plain with sauce on the side.  Their ribs have the right amount of sauce and are cooked well.  They are 'fall off the bone' tender and every order I've had were excellent cuts.  I would certainly recommend Augie's for wings and ribs.  I don't know about their pizza.  I've never had it.",1
trn_457,Cheap tools! I love this place since they carry things that most places don't.  I came here for some ramps to drive my quad onto my truck.  They had 4-5 sets to choose from.  The only complaint I would say is they get busy and they cant always get to everyone right away but it's probably because they pass the savings onto the customer by not having tons of employees.  The tools aren't craftsman so don't expect a lifetime warranty but I don't always need that kind of tool.  I hardly use tools!,1
trn_458,"I am obsessed with eggs. I can have it anytime of day. And I especially love ANY hot sauce with my eggs. Unfortunately, this place doesn't even have it as an option. Like, nothing. 

A little too confident/cocky with their recipes if they don't want to accommodate customers' personal preferences. Kinda rude. 

Not impressed. Sorry.",-1
trn_459,"$5 ""The Works"" brushless car wash is awesome. The attendant (owner?) even came out and took the time to wash off some major winter storm crud with a brush. I appreciate that kind of service. I'll be back for sure!",1
trn_460,I'm still very disappointed with the cake I ordered for my sons 1st Birthday. It was not only expensive but the excuse was unacceptable. Why must a customer provide a picture of the cake if the decorator decides to make up their own design? Will not return. In my opinion this bakery is over priced and the decorator needs to pay close attention. I called the store and the excuse was ridiculous. I took it back and they changed the ugly block letters you'll see below and they also broke the trunk. They did take $25 off for the elephant. They should have just refunded half of my money for half of the effort. I wish I received the cake I originally ordered. From the beautiful pics on Instagram to the very ugly cake I received. Highly disappointed.,-1
trn_461,"Excellent dinner last night and doing a repeat tonight. CHILEAN SEA BASS AND MUSHROOM SIDE ORDER W BAKED POTATOE can't be beat! Waiter Richmod, one if the best ever...he remembered my entree! Highly recommend if in Vegas at the Rio!",1
trn_462,"We've been going to this place for a couple years now. We ran into an incident where they forgot to clip my dogs nails, but they quickly fixed it by having my dog get brought in to get his nails clipped and we got a complimentary bath. We gave them another chance, but it was a mistake. We took him to get a bath last week and noticed his ears weren't clean once we came home. I told one of the employees, Samantha, about it, but she said it's just how their ear cleaner works, they use an oil where it dissolved any wax in the ear canal and when they shake their head, it brings it up. She then said ""meaning anything your seeing means the ear solution is doing its job."" A week later and my dogs ears are red and infected. He lives in the house, so he couldn't have gotten it from being outside. That will be the last time we go to this place.",-1
trn_463,"I love California sandwiches. I generally always order the eggplant parm. This time my sister told me try it w the chicken as well. So i did the chen parm add breades eggplant. It was super delicious. Crispy and flavourful, not too much sauce, right amoint of cheese and onions. 
Of coirse the sandwich is huge so I ate half and my friend enjoyed the other half. Will definitely be back

* ordered through skip the dishes*

Came nice amd hot on arrival not one complaint.",1
trn_464,"Got The Vege, perfect for lunch! Service was pretty quick, nice shaded seating outside with a fountain. Plenty of options in the fridge to add on to your meal if you're feeling super hungry.",1
trn_465,"Moved within the same town after Christmas. These guys showed up on time, worked the whole day (I almost wanted to tell them to take a break!) and came in below estimate. No funny business and a nice crew. Would definitely recommend.",1
trn_466,"Everything about Chica is trendy and very Las Vegas. Over top decor, drinks, food and crowd! Service is good but not great. Amble staff that is attentive however at times service can be slow even though they aren't that busy. Expect to wait for drinks and food service, then enjoy both as it will definitely be worth the wait! Our favorite must do restaurant in Vegas!",1
trn_467,"Disappointing. 


Drinks can taste the powder and waffles are way too thick.


Not recommended.",-1
trn_468,I have tried several times to love this car wash. This time was the worst my car has ever been. Half the vehicle wasn't even vacuumed. They didn't open the trunk on my suv to clean at all like typically. Windshield is still dirty cup holders dirty... i always let them know when I'm unhappy i didn't even bother this time clearly we won't be coming back. Heading home to rewash myself. This place is a joke!! Very inconvenient.,-1
trn_469,"First time but not our last!! Never knew it was there and authentic,friendly staff..amazing food!!",1
trn_470,"YUM!!!  Pizza and Calzones (without all that Ricotta)!!

We really do enjoy Rosatti's, their thin crust is crispy and full of flavor.  Their Calzones are REALLY good and again none of that ""other"" cheese to overwhelm you.  Good quality products are certainly in place and we keep coming back for more!

**This is a take out / delivery only location so keep that in mind**",1
trn_471,"I'm not sure how long this place has been open but it's new to me so I was pretty excited to try it.  I tend to like a light soup for lunch and it seems that I'm always in search of a great place.  
We came here just before noon on a Friday and the place was pretty full, but we had no trouble getting a seat.  Sat down and noticed the water was already waiting on the tables for us.  In fact, the water was waiting on every table.  I'm not sure how much I like that idea.  Not only was it room temperature, it kind of makes you think about people walking by your table before you get there and sneezing.  That being said, I drank mine during the meal and reached over to the next empty table and stole theirs.  I would have preferred if someone would have refilled mine but they seemed pretty busy and not quite used to the crowds.
We ordered the Coconut Prawns as an appetizer and it came pretty quick.  I enjoyed it, but I don't know if I enjoyed it $3.00 per prawn.  
I had the Satay Chicken Pho, well that's what I ordered anyway.  What showed up was beef.  I hope.  The meat was raw. (I know, I know, which is how they serve beef Pho)  I just don't think I've ever had chicken served that way.  I ate it, thinking it looked like beef, hoping that it was.  It was ok for flavor.  Nothing I will rush back for, but good enough to try again.
My wife had a beef vermicelli bowl and she said that once the flavors all mixed together it was pretty good.
This place was ok.  It did not knock my socks off but I'm sure in the Ultra-competitive downtown market they will either improve or be replaced.",0
trn_472,"Wow Drais!  

I have to say I like the new look and image that they have now.  They are a pretty good contender in the Las Vegas nightclub game.  The even newly remodeled Cromwell which used to be Bill Gambling saloon is looking really good.

Cousin (as we were walking through The Cromwell to Drais): doesn't it look way nicer in here after the remodel?
Me: yeah, it's not as ghetto looking.

Let's face it, old Drais was ghetto and attracted a less than fantastic crowd, since it was an after hours club old Drais attracted the ones who used an extra substance to stay awake into the wee hours of the night leading to the morning.  The casino old Drais was located in was, for lack of a better word, ghetto.  

So enough of the old Drais, new Drais is where it is at!  I was with a group of 4 guys and 4 girls, and we got comped admission through guestlist, the entrance was kind of hard to spot since it is towards the side of the casino.  Once you get trough, you have to go inside some elevators and go up to the top floor.  There you exit out, walk down a set of stairs and voila, you are at Drais.  

First thought, oh...it looks like Xs.  Second thought, wow...this is so much nicer than the old Drais.

So Drais when you first enter, they have this little balcony portion that overlooks the entire club plus the outside portion.  Camera whores, that is a great photo op right there.  There is an inside and an outside part and the tables are situated around the dance floor on an incline.  The DJ booth is at the front of the dance floor facing the outside portion so if you are standing at the balcony at the front you would see the back of the DJ.  Drais has a huge disco ball chandelier in the middle of the dance floor that goes up and down.  Drais also has some huge screens behind the DJ booth similar to Light and Exchange LA.  I have to say, Drais has some amazing light shows and led screens!  The outside pool area is so pretty, my boyfriend mentioned that it looked like Surrender.  I personally think it looks way better than Surrender, way more eye pleasing, plus you get a way better view at Drais than Surrender.  They close off the pool area in the beginning of the night and open it up later as the club gets more crowded.

Bathrooms are on the side, you have to walk down a set of stairs.  Bathrooms are nice and spacious.  They're very well lit for a club bathroom.  There are a few stalls so you probably will not have to wait too long for a stall even if the club is packed.  The downside is that they have a long row of mirrors right when you enter into the bathroom, so girls get caught up in that area fixing their hair and makeup.  It is a huge pain when a bunch of girls block off the walk way trying to take a pic of themselves in front of the mirrors.  

The crowd is odd.  That's kind of why I docked off a star, the crowd is a really wide mix of people.  I saw quite a few groups of older ladies, I'm talking like my mothers age ladies and then there were the typical single guys that line the side of the dance floor with a drink in hand staring at the groups of girls dancing.  A really wide array of people that I cannot quite put my finger on.  

What really helped save the night though was the DJ switch up they pulled on us.  We wed expecting Sidney Samson, you know the Riverside song.  Instead we get 3lau, way better trade off.  3lau killed it, we had so much fun!!  

It did not get too packed which is what we loved.  After a disastrous night at Marquee where I'm pretty sure they exceeded the club capacity, seriously, I felt like a sardine.  There were so many people.  Drais had a good amount of people, not dead and not super packed, both of which can really kill a night.

I had a lot of fun at Drais, it is a way better club than the old Drais.  I love the remodel!!  I really recommend checking it out, the venue is gorgeous!",1
trn_473,Great friendly staff! Everyone is so kind. I have been here 3 times with my girlfriend and we both agree that they give GREAT pedicures! We definitely will be back,1
trn_474,Toast Cafe is my long time favorite. I wish the tables were a bit bigger simply because I am very tall. It's cozy and every meal reminds me of home! Sad that they no longer serve dinner! Highly recommend the Left Coast BLT,1
trn_475,This has got to be the best place in the Charlotte area to get any type of window tinting work done.,1
trn_476,"As you all know, Vegas has tons of steak houses so it is tough to say one is greater than another.....this place rocks!

1.  Ambiance - typical M style open environment with tall ceilings. Not intimate yet nice feeling regardless

2.  Parking - you are in a casino resort so be prepared forth normal walk and navigation through a smokey casino. 

3. Service -  I would say near or at the top of the class. From the reception to the server to the table bus position, I found all to just right. 

4.  Food -  wow!  Had the bone in filet mignon. First time to try a bone in filet. This was a very thick cut and I had it media, rare. It was just right throughout the entire cut. I wonder how they do it without butterflying the filet???  For the table, we also had the ribeye and this was not their prime cut bone in, yet it was tasty. Also had the Ahi tuna, asparagus,scalloped potatoes and wild mushrooms. Everything was perfect!

5.  Wine list - great selection of California wines, italians and even some French, Australians and Chilean!  Some were very expensive yet even the reasonably priced   Malbec was nice

Some of the best steaks I tried with the right atmosphere so I say, check this place for sure",1
trn_477,"I made up my mind about this store before I had the chance to taste the food.  The music was too loud to think, the staff looked as if they were high. And the order of things blew my mind, how the tossed my food up on the counter. I asked for a bag to my surprise I had to do it my self, no problem with putting my items in a bag but only if I'm at a self check out register but not a a restaurant ( didn't know it was self serve in a way). Any who so at this point I was annoyed and had to pay for things individually made it worse. By the time I finished ordering a simple turkey sandwich with cheese, chips and a pickle my order was 9 bucks. So I left mad saying I wish I would have went to subway. Well that all  changed once I got home and ate my food.  WOW was all I could say, I was really impressed with how good it was even though it was just meat, cheese, lettuce and mayo. It was pretty impressive and it's hard to impress me. So besides the goofy staff, the self serve way of life I will be going to Jimmy Johns from now on. Besides when its hot out I really like cold foods.",1
trn_478,"It's so nice to stroll around this old pecan farm. You really feel like you're in the rural country side. I love the garden, the towering trees, the shade. It's lovely. 
Best chocolate cake I've ever had is from here. And amazing soup and sandwiches. A little more on the pricier side, but worth it. 
I've been a couple times and have never had a bad experience with service. It's too bad they shut down in the summer. I understand during the day, but in the evening this place would be delightful to have dinner.",1
trn_479,"Olive and Ivy is by far my favorite restaurant. At this point I whole heartedly know that if I'm going to a restaurant owned by Fox Concepts it's going to be fantastic. I love the overall theme of Olive and Ivy. The mixture of old and new school class is really nice. Servers are always attentive and are great at time management and handling all of their tables professionally and Efficiently. I had Pita and Hummus as an appetizer and it's definitely my new fave. The prosciutto mascarpone tortellini is to die for. I sipped on White Wine Sangria while I thought was way better than some other restaurants I had drank it at recently. This is the perfect place whether you're looking for a light lunch or a classy date night on the canal. 10/10 would recommend. Will be back many, many more times!",1
trn_480,"I had 2 client lunches here and lucky enough to have Christina as my server both times - she's amazing! She provided incredible service, wonderful attitude and was on top of it! 

The food and atmosphere is great too!

Highly recommend!",1
trn_481,Dr. Will is awesome! I sought out Chiropractic because I had terrible headaches for years.  After Dr. Will's ART treatments and chiropractic adjustments I haven't had a headache in months.  He puts a lot of time into each treatment and I feel great!,1
trn_482,Amazing!!  They did beyond perfect!! Delivered to the Flamingo - right in time.  Beautiful!! Extra delicious!!!  The customer service was TOP notch!!!  Highly recommend!! We loved LOVED our wedding cake!! Thank you!!!,1
trn_483,"Came to Yorkdale around 4:00pm and waited in line for 30 mins to get the buzzer. Once you have that you can carry it and walk around. At first, they told us the wait time will be around 2-3 hrs, but around 2.5 hrs later, they call us and told us it will delay. At last, we waited until 9:30pm to get a table for 5.
We ordered tomato basil pasta, pasta carbonara, lemon garlic shrimp (forgot to take a pic) and herb crusted filet of salmon. I personally like the tomato basil pasta the best and for the salmon, it ain't too dry or tough but melts across your tongue.
Dessert time!! At first, we wanted to order coffee and cream chocolate supreme and tiramisu cheesecake but unfortunately were all sold out. So we changed to fresh strawberry, godiva chocolate and white chocolate raspberry truffle. They are smooth, creamy and also really huge (probably need to share or it will be too heavy).
Overall, the food is great but is it worth to wait for 5-6 hrs? Probably depend on.. are you going to buy stuff in the mall cuz actually every store also have lineups, so time actually passes super fast when you are shopping with your friends.",1
trn_484,"Echo Sushi is currently my top choice for All You Can Eat Sushi! The quality here is really very good, particularly considering that it's AYCE!

The place is always busy which you want from an AYCE place because it means that their ingredients are fresh due to high throughput. The service is pretty decent and the food comes fairly quickly. They have a couple of their own unique sushi rolls which are great, such as the riceless sushi roll and their deep fried football roll. I also consider their beef ribs to be the best I've ever had at an AYCE place relatively speaking.

Due to their popularity, their prices have been increased in the 2015/2016 time frame but if you really want AYCE Sushi and you want quality, this is the place to go!",1
trn_485,"This was the worst hotel ever!!! We had booked the hotel for a two night stay last weekend. On our second night, a large group of kids were staying on our floor.  They had parties in the hallway, played beerpong outside of our door, had loud music, got into fights, knocked on our door, called our number numerous times, cat called us when we walked by to leave, and when we called down to the reception 5 times to complain, they never did anything to quiet them down. It's quite funny that they make you initial a contract when checking in saying that after 1 warning on being loud, you can get evicted. Ha! These kids partied until 5am.  When we checked out, we complained to the reception and she was so unprofessional. I guess a couple of the kids were checking out at the same time as us and she looked over at them and said ""where you guys bad boys last night"" (in french) like it was some joke. Then she continued to make excuses for them. Not once did she apologize on behalf of the poor management of the hotel or take accountability that this was their fault as a hotel for not inforcing a rule they clearly have every guest sign when they check in.  Do not waste your money on this dump.",-1
trn_486,"HOORAY FOR MY 200TH REVIEW!!

Came here for the ELECTRIC DAISY CARNIVAL LAS VEGAS EDITION...

THIS PLACE IS FUCKING HUGE!!! I heard its about 7 LA COLOSSEUMS PUT TOGETHER?? 

In my opinion, this venue was MUCH MUCH better than the LA COLOSSEUM...why do I say this?

the speedway is just one huge circle! there is no need for crazy obstacle courses *cough LA COLOSSEUM...its not hard to get lost in LA cuz of all the different area....but being at the SPEEDWAY...its not hard to find your friends at all

this place was so spacious that they were able to accommodate all the cars and parking as well too. another cool thing about this place was that as people walked down from the entrance onto the grounds...the pathways walking down to the grounds were pretty spacious *cough LA COLOSSEUM narrow little pathways.

I believe the SPEEDWAY has a 5 year contract with INSONIAC for future EDC events. I do feel bad for LA though...Im pretty sure the council is crying in their arms that they lost this magical event. 
INSTEAD
insomniac will be making LAS VEGAS that much more $$$$.
&
isnt it crazy how one person...can create a holiday...and make that holiday THE BIGGEST HOLIDAY IN VEGAS?? before it was memorial day weekend....now its EDC WEEKEND!
&
I can truly say that EDC IS MUCH GREATER THAN UMF or COACHELLA

I had such a great time this last weekend, and Im happy that I actually went! 

SEE YOU ALL NEXT YEAR!

UNTIL THEN!! ^-^",1
